em út,youngest brother
ém,em
ém dẹm,hush
ém nhẹm,shut up
en en,en
én,swallow
eng éc,English
eo,waist
eo biển,strait
eo đất,isthmus
eo éo,wow
eo hẹp,tight
eo lưng,waist
eo óc,brains
eo ôi,wow
eo sèo,soooooo
èo èo,oops
èo ẽo,ooh ooh
èo ọt,ooh ooh
èo uột,meow
ẻo lả,effeminate
ẽo ẹt,oops
ẽo ợt,oops
éo le,tragedy
ẹo,hey
ẹo lưng,backache
ép,squeeze
ép buộc,to force
ép duyên,coercion
ép liễu nài hoa,pressed willow flowers
ép lòng,forced
ép nài,insist
ép uổng,coercion
ẹp,ugh
ét-xăng,gasoline
ét-xte,est-xte
ê,Hey
ê a,hey ah
ê ẩm,wet
ê-bô-nít,ebonite
ê chề,hey hey
ê chệ,eh?
ê-cu,Hey you
ê ê,hey eh
ê hề,hey lol
ê ke,hey ke
ê mặt,face pain
ê răng,toothache
ê te,ether
ê tô,vise
ề,yes
ề à,eh?
ế,unmarketable
ế ẩm,sluggish
ế mình,alone
ếch,a frog
ếch bà,grandmother frog
ếch nhái,frogs
êm,quiet
êm ả,quiet
êm ái,dulcet
êm ấm,cozy
êm chuyện,smooth story
êm dịu,soft
êm đẹp,nice
êm đềm,tranquility
êm êm,mellow
êm giấc,sleep well
êm lòng,peace of mind
êm ru,quiet
êm tai,mellow
êm thấm,soft
ếm,erm
ễng bụng,bellies
ềnh,hey
ềnh ềnh,bouncy
ễnh,frogs
ễnh ruột,frog intestines
ễnh ương,Frog
ếp,Ep
ệp,ep
êu,ooh
êu êu,ooh ooh
êu ôi,ooh ooh
ga,ga
ga-len,galleon
ga-li,gallium
ga-men,gamen
ga ra,garage
ga-ra,garage
ga tô,gato
gà,chicken
gà ác,evil chicken
gà chọi,Fighting-cock
gà cồ,rooster
gà đá,kick chicken
gà đồng,copper chicken
gà gáy,Crow
gà giò,chicken
gà gô,grouse
gà hoa,flower chicken
gà hoa mơ,plum blossom chicken
gà kiến,ant chicken
gà kim tiền,money chicken
gà lôi,pheasant
gà mã lửa,fire chicken
gà mái,hen
gà mái ghẹ,crab hens
gà mái mơ,dream hens
gà mờ,fuzzy chicken
gà nòi,chicken strains
gà nước,rail
gà pha,mixed chicken
gà qué,chicken
gà ri,chicken
gà rừng,cock
gà sao,galeeny
gà sống,raw chicken
gà tây,Turkey
gà thiến,castrated chicken
gà tồ,bad chicken
gà trống,rooster
gà xiêm,siamese chicken
gả,marry
gả bán,marry
gả chồng,marry
gã,guy
gá,gi
gá bạc,silver jig
gá chứa,container
gá nghĩa,meaning
gá tiếng,jigsaw
gạ,cheat
gạ chuyện,cheat
gạ gẫm,solicit
gác,guard
gác bếp,kitchen guard
gác bỏ,set aside
gác bút,pen stand
gác chuông,steeple
gác dan,guard
gác lửng,mezzanine
gác mỏ,mine guard
gác sân,yard guard
gác thượng,attic
gác xép,Garret
gạc,gauze
gạch,brick
gạch bán phương,semi-square bricks
gạch bát tràng,Bat Trang bricks
gạch bìa,brick cover
gạch bìa sách,book cover bricks
gạch chỉ,brick only
gạch chịu lửa,Refractory brick
gạch dưới,underlined
gạch gạch,brick brick
gạch hoa,flower tiles
gạch hòm sớ,box bricks
gạch khẩu,border brick
gạch lá nem,Nem leaf brick
gạch mộc,rustic bricks
gạch non,brick
gạch nối,hyphen
gạch ống sớ,early brick
gạch vồ,mallet brick
gai,thorn
gai góc,thorny
gai mắt,eyesore
gai ngạnh,thorny
gai ốc,goosebumps
gai sốt,fever
gài,pin
gài bẫy,trap
gãi,scratch
gãi chuyện,scratch the story
gái,girl
gái đĩ,slut
gái điếm,prostitute
gái già,Old girl
gái giang hồ,courtesan
gái góa,widow
gái hóa,girlization
gái nhảy,Girl jumps
gái sề,prostitutes
gái tân,Virgin girl
gái tơ,Virgin
gam,gram
gam-ma,gamma
gan,liver
gan bàn chân,soles
gan dạ,fearless
gan gà,chicken liver
gan góc,grit
gan lì,hardy
gan liền,instant liver
gàn,balmy
gàn bát sách,bookshelf
gàn dở,crazy
gàn gàn,crazy
gàn quải,crazy
gán,assign
gán ghép,ascription
gán nợ,debt assignment
gạn,decanter
gạn gùng,decimated
gạn hỏi,ask questions
gang,gang
gang tay,span
gang tấc,narrowly
gang thép,cast iron
gàng,neatly
ganh,jealous
ganh đua,compete
ganh ghét,jealous
ganh gổ,jealous
ganh tị,jealously
gành,Ganh
gánh,carry
gánh gồng,burden
gánh hát,singing troupe
gánh vác,assume
gào,screamed
gào thét,scream
gáo,dipper
gạo,rice
gạo ba giăng,three-way rice
gạo cẩm,jasmine rice
gạo chiêm,apricot rice
gạo cội,ancestral
gạo cụ,tools rice
gạo dự,rice
gạo lức,Brown rice
gạo mùa,Seasonal rice
gạo nếp,sticky rice
gạo nước,rice water
gạo ré,rice
gạo sen,lotus rice
gạo tám thơm,Eight fragrant rice
gạo tám xoan,eight-xan rice
gạo tẻ,Rice
gạt,wipe
gạt bỏ,dismiss
gạt gẫm,diddle
gạt lệ,trick
gạt nợ,debt removal
gau gáu,grumpy
gàu,dandruff
gàu dai,dandruff
gàu sòng,dandruff
gay,gay
gay cấn,intense
gay gắt,acrimonious
gay go,tough
gày võ,thin martial arts
gảy,break
gảy móng tay,plucking nails
gãy,broken
gãy gọn,broken
gáy,nape
gạy,scrape
găm,dagger
gằm,goosebumps
gằm gằm,grumpy
gặm,gnaw
gặm nhấm,gnaw
gắn,mount
gắn bó,stick
gắn liền,attached
găng,gloves
găng tây,gloves
găng trâu,buffalo gloves
gắng,try
gắng công,effort
gắng gỏl,try hard
gắng gổ,struggle
gắng gượng,try hard
gắng sức,exertion
gặng,bro
gặng hỏi,inquiring
gắp,tongs
gắp thăm,pick up
gặp,meet
gặp dịp,meet the occasion
gặp gái,meet girls
gặp gỡ,meeting
gặp hội,meet the guild
gặp mặt,meeting
gặp phải,encountered
gặp thời,meet time
gặp vận,good luck
gắt,harsh
gắt gao,harsh
gắt gỏng,cantankerous
gặt,to harvest
gặt hái,gain
gấc,Gac fruit
gầm,roar
gầm ghè,growl
gầm ghì,growl
gầm gừ,growl
gầm hét,growl
gầm thét,scream
gầm trời,under heaven
gẫm,meditate
gấm,brocade
gấm vóc,Leopard build
gậm,gnaw
gân,close
gân bò,beef tendon
gân cổ,neck tendons
gân cốt,tendons
gân guốc,sinewy
gân tay,hand tendon
gần,near the
gần đây,recently
gần gận,close
gần gũi,close
gần gụi,close
gần xa,near far
gấp,urgent
gấp bội,double
gấp gáp,hurry
gấp khúc,zigzag
gấp ngày,fold day
gấp ngặt,tight
gấp rút,rush
gập,fold
gập gà gập ghềnh,bump bumpy chicken
gập ghềnh,rugged
gật,nod
gật đầu,nod
gật gà gật gù,nod nod nod
gật gà gật gưỡng,nod nod nod
gật gù,nod
gật gưỡng,nod
gâu gâu,woof woof
gầu,bucket
gẫu,chat
gấu,bear
gấu chó,sun bear
gấu lợn,pig bear
gấu mèo,raccoon
gấu ngựa,horse bear
gây,cause
gây cấn,irritating
gây chiến,create war
gây chuyện,start a fight
gây dựng,build
gây gấy,cause trouble
gây gổ,quarrel
gây hấn,to cause fight
gây lộn,argue
gây sự,cause trouble
gầy,thin
gầy còm,Thin
gầy đét,skinny
gầy gò,Lank
gầy guộc,skinny
gầy mòn,decline
gầy nhom,skinny
gầy yếu,skinny
gấy sốt,fever
gậy,stick
gậy gộc,cane
gậy kim cang,vajra stick
gậy tày,stick
gậy tầm vông,long stick
gậy tầm xích,chain stick
gậy vông,cane
ghe,boat
ghe bản lồng,cage version
ghe bầu,elected boat
ghe chài,fishing boat
ghe cộ,boat
ghe cửa,door boat
ghe hầu,server
ghe lườn,boat keel
ghè,geez
ghẻ,scabies
ghẻ chốc,scabies
ghẻ cóc,yawn
ghẻ lạnh,estrangement
ghẻ lở,scabies
ghẻ nước,scabies
ghẻ ruồi,scabies
 ghẽ,shit
ghé,visit
ghé gẩm,visit
ghé lưng,back to back
ghé mắt,take a look
ghé tai,visit
ghé vai,shoulder
ghẹ,crabs
ghém,jim
ghen,jealous
ghen ăn,jealous
ghen ghét,hate
ghen ngược,jealous
ghen tị,jealous
ghen tuông,jealous
ghèn,Eye boogers
ghẹo,prank
ghẹo gái,flirting
ghép,compound
ghét,hate
ghét bỏ,hate
ghét mặt,I hate you
ghê,Horror
ghê ghê,to horror
ghê gớm,dreadful
ghê hồn,creepy
ghê rợn,creepy
ghê tởm,hideous
ghế,chair
ghế bành,couch
ghế bố,couch
 ghế chao,rocking chair
ghế dài,bench
ghế dựa,elbow chair
ghế đẳng,reclining chair
ghế đẩu,stool
ghế điện,electric chair
ghế mây,hammock chair
ghế ngựa,horse chair
ghế trường kỷ,couch
ghế vải,fabric chair
ghế xếp,folding chair
ghế xích đu,gardenbed
ghếch,chair
ghềnh,rapids
ghểnh cổ,neck
ghệt,damn
ghi,write the
ghi âm,record
ghi chép,records
ghi chú,Note
ghi đông,handle bar
ghi lòng,take heart
ghi nhớ,Memorize
ghi-ta,guitar
ghi tạc,write down
ghi tên,write your name
ghì,gi
ghiền,addicted
ghim,pin
ghìm,pin
ghín,hin
gì,what
gì gì,what?
gỉ,rust
gí,what
gia,family
gia ấm,home
gia bảo,family
gia biến,variable
gia bộc,family servant
gia cảnh,family circumstances
gia cầm,Poultry
gia chi dĩ,family
gia chính,main house
gia chủ,homeowners
gia công,machining
gia cư,housing
gia dĩ,family history
gia dụng,Appliances
gia đạo,family religion
gia đinh,family
gia đình,family
gia đồng,family dong
gia giảm,increase or decrease
gia giáo,gentle
gia hạn,extend
gia hình,quarter
gia huấn,family training
gia hương,family home
gia kế,heirloom
gia khách,guest house
gia lễ,ceremony
gia nghiêm,family
gia nghiệp,family
gia nhân,servants
gia nhập,accede
gia nô,house slave
gia ơn,thank you
gia phả,genealogy
gia pháp,family law
gia phong,Gia Phong
gia quyến,family
gia sản,patrimony
gia súc,cattle
gia sư,tutor
gia sự,domesticity
gia tài,heritage
gia tăng,increase
gia thần,liege
gia thất,family
gia thế,family
gia tiên,ancestor
gia tốc,acceleration
gia tộc,family
gia truyền,heirloom
gia trưởng,head
gia tư,home
gia vị,spice
già,old
già cả,old man
già cấc,how old
già câng,old age
già cốc,old cup
già cỗi,old
già dặn,old
già đòn,old spanking
già đời,old age
già gan,old man
già giang,old man
già giặn,old
già họng,old throat
già khọm,old man
già khụ,old age
già lam,old man
già lão,old man
già mồm,old mouth
già nua,old
giả,fake
giả bộ,pretend
giả cách,pretend
giả cầy,fake civet
giả dạng,disguise
giả danh,pretend
giả dối,lie
giả định,assumption
giả đò,dissimulate
giả hiệu,fake
giả hình,quarter
giả mạo,fake
giả ngộ,fake enlightenment
giả ngơ,pretend
giả như,supposing
giả sử,suppose
giả tảng,fake foundation
giả thiết,hypothesis
giả thuyết,hypothesis
giả thử,pretend
giả trá,fake
giả trang,masquerade
giả vờ,pretend
giã,pound
giã ơn,thank you
giã từ,farewell
giá,price
giá buốt,cold price
giá cả,price
giá dụ,example price
giá ngự,horse rack
giá phỏng,burn price
giá sử,historical price
giá thành,price
giá thị trường,market price
giá thú,wedlock
giá thử,trial price
giá trị,value
giá trị đổi chác,barter value
giá trị giao dịch,Transaction value
giá trị sử dụng,use value
giá trị thặng dư,surplus value
giạ,bushels
giác,sense
giác cự,triangle
giác mạc,corneal
giác ngộ,enlightenment
giác quan,sense
giác thư,sense letter
giai,stage
giai âm,melodies
giai cấp,class
giai đoạn,stage
giai kỳ,period
giai nhân,beauty
giai phẩm,stage play
giai tác,stage
giai tầng,strata
giai thoại,anecdote
giải,prize
giải ách,solve the yoke
giải buồn,diverting
giải chức,resign
giải cứu,rescue
giải đáp,answers
giải độc,detoxify
giải giáp,disarm
giải hạn,release term
giải hòa,reconcile
giải kết,finale
giải khát,Beverages
giải khuây,amuse
giải lao,Break
giải muộn,late prize
giải nghệ,retire
giải nghĩa,explain
giải ngũ,demobilization
giải nguyên,deconstruction
giải nhiệt,cooling off
giải oan,exculpate
giải pháp,solution
giải phẫu,Anatomy
giải phiền,distraction
giải phóng,"liberate, release, free"
giải quyết,handle
giải sầu,relief
giải tán,dissolution
giải thể,dissolution
giải thích,explain
giải thoát,rescue
giải thưởng,prize
giải tích,Analytics
giải tỏa,relieve
giải toả,release
giải trí,entertainment
giải trừ,dissolve
giải vây,relieve
giải vi,solution
giãi bày,expressing
giãi giề,say goodbye
giãi tỏ,explain
giại,type
giam,prison
giam cầm,detention
giam cấm,confinement
giam cứu,detention
giam hãm,confinement
giam lỏng,arrest
giảm,reduce
giảm đẳng,reduce equivalence
giảm nhẹ,mitigation
giảm sút,reduced
giảm thọ,reduced life
giảm thuế,tax reduction
giảm tội,reduce crime
giám binh,warden
giám định,assessment
giám đốc,manager
giám hiệu,administrators
giám hộ,Guardian
giám khảo,examiner
giám mục,Bishop
giám ngục,jailer
giám quốc,governor
giám sát,monitoring
giám sinh,Superintendent
giám thị,supervisor
giạm,stop
gian,time
gian ác,evil
gian dâm,fornication
gian dối,lie
gian giảo,guileful
gian hiểm,treacherous
gian hoạt,active time
gian hùng,heroic
gian khổ,hardship
gian lao,hard work
gian lận,cheat
gian lậu,fraud
gian nan,arduous
gian ngoan,good-natured
gian nguy,peril
gian nịnh,flattery
gian phi,fraud
gian phu,wife
gian phụ,adulterer
gian tà,perverse
gian tham,grasping
gian thần,false god
gian thương,wickedness
gian tình,adultery
 gian trá,deceit
gian truân,arduous
gian xảo,shifty
giàn,truss
giàn giáo,scraffold
giàn giụa,struggling
giàn mui,roof truss
giàn rớ,rigs fall
giản,simple
giản chính,main simple
giản dị,homely
giản đơn,simple
giản lậu,simple
giản lược,simplification
giản phổ,simple spectrum
giản tiện,simplified
giản ước,simple wish
giản yếu,simple
giãn,stretch
giãn thợ,relax workers
giãn xương,bone relaxation
gián,cockroaches
gián cách,interspersed
gián điệp,spy
gián đoạn,discontinuity
gián hoặc,cockroaches or
gián quan,spies
gián tiếp,Indirect
giang,Jiang
giang biên,Giang Bien
giang hà,Giang Ha
giang hồ,gangster
giang mai,Syphilis
giang sơn,Jiangshan
giang tân,Jiang Xin
giàng,truss
giảng,lecture
giảng dạy,Teaching
giảng diễn,lecture
giảng đàn,pulpit
giảng đạo,preaching
giảng đường,amphitheater
giảng giải,"teach, show, illustrate"
giảng hòa,reconcile
giảng nghĩa,gloss
giảng sư,lecturer
giảng thuật,lecturing
giảng viên,lecturers
giáng,fall
giáng cấp,demote
giáng chỉ,slap
giáng chức,demote
giáng hạ,Christmas
giáng họa,calamity
giáng hương,sandalwood
giáng phàm,descending
giáng phúc,Blessings
giáng sinh,Xmas
giáng thế,reincarnated
giáng trần,descending to earth
giáng trật,Christmas
giạng,stilts
giạng háng,crotch
gianh,time
giành,eagerly
giành giật,grab
giảnh,simple
giao,deliver
giao bái,worship
giao binh,soldier
giao cảm,sympathetic
giao cấu,copulate
giao chiến,fight
giao dịch,transaction
giao du,socializing
giao điểm,intersection
giao điện,electricity delivery
giao hảo,get along well
giao hẹn,make an appointment
giao hiếu,filial piety
giao hoan,intercourse
giao hoàn,return
giao hoán,swop
giao hội,meeting
giao hợp,intercourse
giao hưởng,Symphony
giao hữu,friendly match
giao kèo,lease
giao kết,concluded
giao long,long
giao lưu,exchange
giao phó,entrust
giao phong,communication
giao tế,communication
giao tế xứ,foreign relations
giao thiệp,communication
giao thoa,interfering
giao thông,traffic
giao thời,intercept time
giao thừa,Eve
giao tiếp,communicate
giao tranh,fight
giao tuyến,Intersection
giao ước,Covenant
giao vĩ,Cross-Tails
giào,old
giảo,fake
giảo hoạt,forensic work
giảo quyệt,jesuitic
giáo,spear
giáo án,Lesson Plan
giáo bật,spear turned on
giáo chủ,Cardinals
giáo cụ,teaching aids
giáo dân,Christian
giáo dục,education
giáo dục học,education
giáo dưỡng,education
giáo đạo,religion
giáo đầu,spear head
giáo điều,dogma
giáo đồ,disciple
giáo đường,church
giáo giở,teacher
giáo giới,sect
giáo hóa,education
giáo hoàng,Pope
giáo học,pedagogy
giáo học pháp,Teaching Methodology
giáo hội,church
giáo huấn,to educate
giáo hữu,Catholics
giáo khoa,didactic
giáo lý,doctrine
giáo mác,spear
giáo phái,denomination
giáo phường,parish
giáo sĩ,priest
giáo sinh,teacher
giáo sợi,spear
giáo sư,professor
giáo tài,teacher
giáo thụ,teacher
giáo trình,curriculum
giáo viên,teacher
giáo vụ,Ministry
giáp,armor
giáp bảng,table armor
giáp binh,armor
giáp chiến,battle armor
giáp công,armor attack
giáp giới,border
giáp hạt,County borders
giáp lá cà,leaf armor
giáp mặt,face to face
giáp năm,armor year
giáp ranh,border
giáp sĩ,armorer
giáp trạng,thyroid
giáp trận,battle
giáp trường,armory
giáp xác,Crustacean
giát,cut off
giát giường,bed
giạt,drift
giau giảu,rich
giàu,rich
giàu có,rich
giàu sang,rich
giảu,rich
giày,shoes
giày ban,Ban shoes
giày bốt,boots
giày cườm,beaded shoes
giày dép,Footwear
giày đạp,bicycle shoes
giày gia định,family shoes
giày guốc,clogs
giày kinh,business shoes
giày mõm nhái,fake muzzle shoes
giày ống,boots
giày ta,my shoes
giày tây,Western shoes
giày vải,canvas shoes
giày vò,torture
giày xéo,trample
giãy,struggle
giãy chết,dying
giãy giụa,flap
giãy nảy,bounce
giặc,enemy
giặc biển,sea ​​war
giặc cỏ,grass war
giặc cướp,robbers
giặc giã,war
giặc lái,enemy driver
giặc trời,God's war
giăm,ham
giăm-bông,ham
giăm cối,hammer
giằm,thorns
giẵm,tramp
giặm,mile
giằn,antagonism
giằn giọc,struggling
giằn giỗi,fight
giằn vặt,torment
giăng,stretch
giằng,brace
giằng co,pulling
giằng xay,bracing
giằng xé,torn
giắt,scissors
giắt răng,teeth
giặt,wash
giặt giũ,washing
giặt gỵa,laundry
giấc,sleep
giấc bướm,butterfly dream
giấc điệp,dream
giấc hoa,flower sleep
giấc hoè,sleep
giấc hồ,sleep
giấc hương quan,slumber
giấc kê vàng,golden millet
giấc mòng,sleep
giấc mộng,dream
giấc mơ,dream
giấc nam-kha,nam-kha
giấc nghìn thu,thousand autumn sleep
giấc ngủ,sleep
giấc nồng,good sleep
giấc tiên,fairy dream
giấc vàng,golden sleep
giấc xuân,spring sleep
giâm,cuttings
giầm,jam
giẫm,trample
giẫm đạp,step foot on something
giẫm vỏ chuối,step on banana peel
giấm,vinegar
giấm bỗng,sudden vinegar
giấm cái,vinegar
giấm ghém,vinegar
giấm giúi,vinegar
giấm mật,honey vinegar
giấm thanh,vinegar stick
giậm,stamp
giậm chân,stomping
giậm dọa,threaten
giậm giật,stomping
giần,close
giần giật,jerk
giần sàng,almost ready
giấn,jam
giấn nâu,brown rice
giận,angry
giận dỗi,angry
giận dữ,angry
giận hờn,angry
giận thân,angry
giấp,fold
giập,crushed
giập gãy,broken
giập giờn,broken time
giập mật,crushed honey
giật,jerk
giật cánh khuỷu,elbow jerk
giật dây,orchestrated
giật gân,splash
giật giải,win prizes
giật lùi,recoil
giật lửa,spark fire
giật mình,startle
giật nóng,hot jerks
giật tạm,temporary jerk
giật xổi,snatch
giâu gia,family
giâu gia xoan,Gia Xoan
giầu,rich
giấu,hide
giấu giếm,hide
giấu màu,hide color
giấu quanh,hidden around
giấu tiếng,hide your voice
giậu,hedge
giây,second
giây giướng,seconds
giây lát,shortly
giây phút,the moment
giẫy,kick
giấy,paper
giấy ảnh,photographic paper
giấy bạc,Silver paper
giấy bản,copy paper
giấy bóng,Glossy Paper
giấy bóng kính,cellophane
giấy bồi,papier
giấy bổi,mulch paper
giấy các-bon,carbon paper
giấy các-tông,cardboard
giấy chặm,blotch
giấy chứng chỉ,certificate
giấy chứng nhận,certificate
giấy da đá,stone parchment
giấy dầu,oil paper
giấy dó,Do paper
giấy đánh máy,typewriter paper
giấy đi đường,travel paper
giấy học trò,student paper
giấy in,printing paper
giấy kính,glass paper
giấy lệnh,order paper
giấy lộn,waste paper
giấy má,document
giấy moi,paper
giấy nhám,sandpaper
giấy nháp,scratch paper
giấy nhiễu,noise paper
giấy phèn,alum paper
giấy phép,license
giấy quyến,charm paper
giấy ráp,sandpaper
giấy sáp,wax paper
giấy sơn,paint paper
giấy tàu bạch,white paper
giấy than,carbon paper
giấy thẩm,jurisprudence
giấy thấm,blotter
giấy thiếc,tin foil
giấy thông hành,passport
giấy tiền,paper money
giấy tín chỉ,credit card
giấy tờ,papers
giấy trang kim,decorative paper
giấy vệ sinh,toilet paper
gie,ge
giẻ,rag
giẻ cùi,jay
gié,shoes
gièm,detest
gièm giẹp,slander
gièm pha,detraction
gieo,sow
gieo cầu,sowing a bridge
gieo neo,anchor
gieo quẻ,sowing hexagrams
gieo rắc,sow
gieo vần,rhyme
giéo giắt,sow
giẹo,trick
giẹo đường,detour
giẹo giọ,prank
giẹp,depressed
giẹp lép,flat
giẹp mình,take care of yourself
giếc,geek
giền,geese
giền cơm,rice bowl
giền gai,thorns
giêng,January
giêng hai,second half
giềng,Neighbors
giếng,well
giếng ao,pond well
giếng dầu,oil well
giếng khơi,wells
giếng thơi,wells
giết,kill
giết hại,kill
giết thịt,Kill meat
giết tróc,kill off
giễu,ridicule
giễu cợt,ridicule
gìn,keep
gìn giữ,preserve
gio,wind
giò,sausages
giò bì,pork belly
giò lụa,silk rolls
giò mỡ,Fatty ham
giò nạc,lean sausage
giò thủ,pork chop
giò xào,Stir-fried spring rolls
giỏ,basket
gió,wind
gió bão,Storm
gió bấc,North wind
gió bụi,the dustwind
gió chướng,northeast wind
gió đông,easterly
gió heo may,lucky wind
gió lào,Laotian wind
gió lốc,whirlwind
gió lùa,draft
gió may,lucky wind
gió máy,machine wind
gió mùa,monsoon
gió nồm,stormy wind
gió tây,zephyr
gió trăng,moon wind
gió vàng,golden wind
gióc,wind
gioi,play
giòi,maggots
giỏi,good
giọi,call
gion giỏn,good game
giòn,crispy
giòn giã,crunchy
giòn tan,crispy
gión,wind
giong,sound
giong ruổi,wandering
giỏng,good
giỏng tai,good ear
gióng,sound
gióng giả,fake sound
gióng một,one
giọng,tone
giọng kim,Kim's voice
giọng lưỡi,tongue voice
giọng thổ,earthy voice
giọt,drop
giọt máu,blood
giọt sành,drops of earthenware
giọt sương,Dew
giô,wind
giồ,now
giỗ,death anniversary
giỗ chạp,slow death anniversary
giỗ đầu,first death anniversary
giỗ giúi,death anniversary
giỗ hậu,Queen's death anniversary
giỗ hết,all death anniversary
giỗ tết,New Year's Eve
giộ,wash
giốc,descent
giồi,good
giổi,good
giối,pillow
giối già,old pillow
giối giăng,pillow
giội,hurl
giôn giốt,whirlwind
giông,thunderstorms
giông giống,similar to
giồng,gong
giống,alike
giống cái,female
giống đực,male
giống hệt,the same
giống in,like in
giống má,like mama
giống như hệt,same as
giống như in,like in
giống như lột,like peeling
giống nòi,race
giống trung,similar to middle
giơ,raise
giờ,hours
giờ chết,time to die
giờ chính quyền,government time
giờ đây,now
giờ g,hour
giờ g.m.t,Greenwich Mean Time
giờ giấc,time
giờ hồn,soul hour
giờ lâu,long hours
giờ ngọ,noon
giờ phút,hour minute
giở,turn
giở chứng,testify
giở dạ,make up
giở giói,play
giở giọng,raise your voice
giở mặt,face up
giở mình,play yourself
giở quẻ,play cards
giở trò,play
giở trời,open the sky
giời,god
giới,gender
giới đàn,herd
giới hạn,limit
giới luật,commandment
giới nghiêm,curfew
giới sát,gender
giới sắc,gender
giới thiệu,introduce
giới thuyết,world theory
giới tính,sex
giới tuyến,line
giới từ,preposition
giới tửu,alcohol world
giới yên,yen world
giờn,time
giỡn,joke
giu giú,help
giũ,wash
giũ áo,washing clothes
giú,help
giua,middle
giũa,file
giũa dạy,file
giục,urge
giục giã,quickly
giục giặc,incite the enemy
giùi,punch
giùi mài,sharpener
giủi,good luck
giúi,wow
giúi giụi,help
giụi,dui
giùm,help
giùm giúp,help
giun,worms
giun đất,worm
giun đũa,roundworm
giun kim,pinworm
giuộc,spring
giúp,help
giúp đỡ,help
giúp ích,help
giúp rập,help Arab
giúp sức,help
giúp việc,help
giừ,hours
giữ,hold
giữ giàng,keep the truss
giữ gìn,keeping
giữ kẽ,keep between
giữ lời,keep comments
giữ miếng,keep pieces
giữ miệng,keep your mouth
giữ mình,keep yourself
giữ rịt,hold tight
giữ tiếng,keep voice
giữa,Between
giữa trời,in the middle of the sky
giương,stretch
giương vây,spread fins
giường,bed
giường bố,dad bed
giường chiếu,bed
giường mối,termite bed
giường phản,reclining bed
giường thờ,altar bed
giựt,steal
glu-cô,glucose
go,go
gò,hill
gò bó,restrained
gò đống,pile up
gò ép,forced
gò gẫm,brooding
gò má,cheek
gõ,type
gọ,call
góa,widow
góa bụa,widow
góc,corner
góc bẹt,flat angle
góc bù,offset angle
góc cạnh,angle
góc đa diện,polyhedron angle
góc độ,angle
góc đối đỉnh,opposite corner
góc đồng vị,corresponding
góc giờ,hour angle
góc kề,adjacent corner
góc lõm,concave angle
góc lồi,convex angle
góc nhị diện,dihedral angle
góc nhọn,acute angle
góc phẳng,flat angle
góc phụ,side angle
góc so le,staggered angle
góc thước thợ,carpenter's angle
góc tù,obtuse angle
góc vuông,right angle
gỏi,salad
gỏi ghém,salad
gỏi sinh cầm,calendula salad
gói,package
gói gắm,package
gói ghém,packed
gọi,call
gọi hồn,evocation
gọi là,Is called
gom,gom
gom góp,collect
gon,gon
gòn,gòn
gòn gọn,compact
gọn,concise
gọn gàng,succinct
gọn ghẽ,neatly
gọn mắt,neat eyes
gọng,frame
gọng kìm,pincers
gọng xe,pole
goòng,gong
góp,contribute
góp điện,contribute electricity
góp mặt,to attend
góp nhặt,collect
góp nhóp,group
góp phần,contribute
góp sức,contribute
góp vốn,capital contribution
gót,heel
gót chân,heel
gót đầu,heel
gót giày,heel
gót ngọc,jade heel
gót sen,lotus heels
gót son,lipstick heels
gót tiên,fairy god
gọt,peel
gọt giũa,cut
gô,wood
gồ,hump
gồ ghề,rough
gỗ,wood
gỗ dán,plywood
gỗ tạp,trash timber
gỗ tứ thiết,four iron wood
gốc,origin
gốc gác,roots
gốc ngọn,root tops
gốc phần,original part
gốc rễ,roots
gốc tích,original
gốc tử,root death
gộc,nook
gồi,dui
gối,pillow
gối dựa,pillow
gối loan,loan pillow
gối vụ,service pillow
gối xếp,folding pillow
gội,wash
gội ơn,thank you
gôm,gum
gồm,including
gốm,ceramic
gôn,golf
gông,gong
gông cùm,shackles
gông cụt,handcuffs
gông thiết diệp,iron cleavage
gông ván,stilts
gồng,gong
gồng gánh,burdened
gộp,merge
gột,wash
gột rửa,wash
gơ,geese
 gơ,geese
gờ,ledge
gở,bad
gỡ,remove
gỡ đầu,remove head
gỡ gạc,remove gauze
gỡ nợ,debt relief
gỡ tội,absolution
gởi,send
gởi gắm,commend
gợi,suggest
gờm,formidable
gờm gờm,formidable
gờm mặt,grumpy face
gớm,hideous
gớm chửa,hideous
gớm ghê,hideous
gớm ghiếc,atrocious
gớm guốc,hideous
gớm mặt,abhorrence face
gờn gợn,rippling
gợn,ripple
gợn sóng,ripple
gợt,slap
grát,grát
gù,hunchback
gụ,mahogany
gục,down
gục gặc,fall down
gùi,bag
gùn,hunchback
gùn ghè,hunchback
gùn gút,hunchback
guốc,clogs
guốc điếu,clogs
guốc kinh,business clogs
guốc võng,hammock clogs
guồng,reel
guồng máy,machine
guột,guts
gút,gout
gừ,growl
gừ gừ,growl
gửi,to send
gửi gắm,give
gửi rể,send in-laws
gừng,ginger
gừng gió,wind ginger
gươm,sword
gươm đao,sword
gươm giáo,sword spear
gườm,glare
gườm gườm,glare
gượm,hold
gương,mirror
gương cầu,prisms
gương mặt,face
gương mẫu,exemplary
gương nga,Russian mirror
gương phẳng,flat mirror
gương sáng,good model
gường gượng,forced bed
gượng,forced
gượng gạo,forced
gượng ghẹ,forced
gượng nhẹ,slight strain
ha,ha
ha ha,ha ha
hà,river
hà bá,ha ba
