hết mức,to the fullest,
kèm theo,attach,
đánh lửa,ignition,
đi đường,go on the road,
lời bình luận,comment,
hàng tiêu dùng,consumer goods,
sải chân,stride,
gây tranh cãi,controversial,
chỉnh chu,fine-tuning,
sự phản ứng,reflection,
trống lệnh,command drum,
tuỷ,marrow,
nhật,Japan,
ngại rằng,afraid that,
thân cây,trunk,
dần dà,gradually,
hiên nhà,porch,
cách sử xự,manners,
rút lại,withdraw,
hay hớm,cool,
đa chiều,multidimensional,
văn minh hóa,civilized,
cảm thán,exclamatory,
mắt lé,cockeyed,
làm nóng,heat up,
tái định cư,resettlement,
bánh đai,belt,
đảm đang,be brave,
kiếm sĩ,swordsman,
bị bẻ cong,bent,
cự giải,Cancer,
hoàn tiền,Refund,
khoa sản,obstetrics,
gắn kết,Attachment,
sự gièm pha,vilification,
vỏ hạt,Seed coat,
phương bắc,northern,
sự hi sinh,sacrifice,
mắc vào,caught in,
chạn bát đĩa,cupboard,
tấm lót,pads,
câm điếc,deaf,
thăn heo,pork tenderloin,
đá mẹ,mother rock,
sự phản bội,treachery,
thăng chức,promote,
chấm câu,dot,
rụt vào,withdraw,
tiếng thét,screams,
bị đứt đoạn,interrupted,
phá vụn,crumble,
đù đờ,dumbfounded,
có vấn đề,problem,
tràng hoa,corolla,
kẻ mưu phản,traitor,
dấu chân,footprint,
dù nhảy,parachute jump,
sự giằn vặt,torment,
bệnh tật,diseases,
ẩn chứa,hidden,
sự nhịp nhàng,rhythm,
sự giao phó,delivery,
sự lộng hành,abuse,
cúi mình,bow down,
bộ chỉnh lưu,rectifier,
cứu vớt,salvage,
vô khối,blockless,
trói lại,pinioned,
ân tứ,gifts,
sao Mai,Daystar,isSuper
tung ra,launched,
kêu trời,call heaven,
người thông minh,Smart People,
tính đồng bộ,synchronism,
đảng phái,party,
tinh chỉnh,option,
qua quýt,through tangerine,
đường cong,curve,
mất nước,dehydration,
chuyên mục,Categories,
tính hoạt bát,vivacity,
tính trì trệ,stagnation,
âm lịch,lunar calendar,
cấm kỵ,taboo,
lễ Phục sinh,Easter,isSuper
tính đa cảm,sentimentality,
mảnh nhỏ,small piece,
sự báo đáp,reward,
điểm biên,boundary point,
photphorit,phosphorus,
bẻ ghi,break notes,
dặn dò,advice,
tài sản thế chấp,collateral,
làm đứt quãng,interrupt,
truyện kể,story,
truyền qua,pass through,
tiếng thì thầm,whisper,
vỡ tung,Explode,
xoàng xĩnh,mediocre,
đầu gối,knee,
nước nóng,hot water,
tróc vảy,flake off,
xuất cảnh,exit,
hoang mạc,desert,
cúng bái,worship,
hi hi,Hihi,
đông đặc,solidified,
động dục,estrus,
đối đầu,confrontation,
sóc đỏ,red squirrel,
bên phải,right,
màng phổi,pleura,
đậu xanh,green bean,
tảo lục,green algae,
tông,cardboard,
vô cớ,for no reason,
Ếch,Frog,isSuper
vút,soaring,
bóng đá,football,
đường hầm,tunnel,
có tình,have love,
một mực,incessantly,
nỗi lòng,heartbreak,
lãi suất cơ bản,Basic interest rate,
y sinh,biomedical,
đầu lâu,skullcap,
dàu dàu,oil,
dọn rác,clear the trash,
người thừa kế,heir,
bảng chỉ dẫn,direction board,
tuýp,tube,
chủ nghĩa khắc kỷ,stoicism,
cá kiếm,swordfish,
hướng dẫn sử dụng,User manual,
ship,ship,
ẩn khuất,hidden,
vai trò xã hội,social role,
vải nhựa,plastic silk,
chóng mặt,dizzy,
phun trào,Eruptions,
hành quyết,execute,
phí vận chuyển,transport fee,
máy phát điện,generator,
anti,anti,
đó đây,around,
bi-tum,bitumen,
nội mô,endothelium,
cà cuống,Ca cuong,
đường thẳng,straight line,
đan lát,knitting,
băng chuyền,Conveyor,
vào sổ,input,
hội nhập,integration,
nội thất,interior,
chuyển vị,transposition,
biên niên,chronicle,
đê điều,dike,
hạn ngạch,Quota,
đài các,radio stations,
đồng điệu,the same,
đá đít,rouse,
chiến hạm,battleship,
hình lập phương,cube,
bó bột,cast,
cứu hộ,Rescue,
địa hạt,realm,
Đa thức,Polynomial,isSuper
ước số chung,common divisor,
thống phong,Thong Phong,
rối loạn ngôn ngữ,language disorder,
ỷ eo,depend on me,
ngoại khoá,extra-curricular,
hoả táng,cremation,
chuồng bò,Byre,
tính thống nhất,consistency,
phí bảo hiểm,insurance fees,
ẩn hình,invincible,
tranh biếm hoạ,caricature,
dây đất,ground wire,
xô đa,soda,
vương quyền,royalty,
đê mạt,despicable,
tráng men,enamel,
cảm nghĩ,feelings,
bách khoa toàn thư,Encyclopedia,
xuống cấp,degradation,
xoe,xoe,
nhà lồng,cage house,
cáu bẳn,irritable,
cá bơn,flounder,
phòng xử án,courtroom,
cứng ngắc,hard,
nguỵ biện,fallacy,
ven,along,
cá vàng,goldfish,
đồng thời,simultaneously,
độc chiếm,exclusive,
Đo lường,Measure,isSuper
tay không,barehanded,
đầu tư,invest,
biện thuyết,eloquence,
ẩn núp,hide,
bệnh vẩy nến,Psoriasis,
toàn cục,total,
bổ đề,lemma,
bói toán,fortune telling,
bức xạ,radiation,
bò biển,sea ​​cows,
crom,chromium,
chán ngắt,boring,
huýt sáo,whistle,
phi kim loại,non-metals,
vượt biên,cross over,
diễn tập,practise,
ống thuỷ,water pipe,
bố cái,female father,
tin học,information technology,
bảo hoàng,royal,
cung thất,palace,
điện báo,telegraphy,
rau dền,spinach,
vô tích sự,futile,
chủ nợ,creditors,
đau đẻ,labor,
ái chà,Gosh,
bản đồ địa hình,topographic maps,
nấc cụt,hiccup,
cạm,touch,
hạt kê,millet,
từ nguyên học,lexical,
đầu óc,brain,
đèn chớp,winker,
môn vị,pyloric,
hộp số,gear,
kiểm thử,test,
tăng giá,price increase,
buồi,sad,
láng bóng,shiny,
năm âm lịch,lunar year,
cùng tột,ultimate,
chiều hướng,direction,
coi khinh,contempt,
cồn cát,sand dunes,
phức hệ,complex,
ca cẩm,complain,
ăn học,study,
xuyên âm,crosstalk,
quốc tế hóa,internationalize,
đóng kịch,theatricalize,
xao,lol,
béo bụ,fat,
tiến triển,evolution,
co giật,convulsion,
nứt nanh,cracked fangs,
vang vọng,echo,
còi cọc,thin,
vô can,innocent,
cắt cử,appointed,
hạ tầng công tác,work infrastructure,
dập tắt,extinguish,
đá bọt,pumice,
đáng yêu,lovely,
bàn ren,lace table,
bay bổng,fly,
chìa khoá,key,
quá tải,Overload,
tiền sảnh,Hall,
nứt rạn,rift,
niệu quản,ureters,
hồng ngọc,Ruby,
rên la,groan,
hăng say,engrossed,
quầy hàng,stalls,
gây tê,anesthetize,
bệnh sởi,Measles,
đi tiêu,stool,
điều độ,moderation,
bệ phóng,launchers,
ẩn dụ,metaphor,
điện trường,electric field,
bi thảm,tragic,
bất hiếu,disloyalty,
ngữ nghĩa,Meaning,
dũa,file,
bò rừng,bison,
lắm điều,many things,
phục nguyên,revive,
mỡ động vật,animal fat,
lợi bất cập hại,advantages and disadvantages,
phê duyệt,approve,
điểm gián đoạn,break point,
chơi khăm,prank,
cảm lạnh,cold,
di tặng,legate,
mãn kinh,Menopause,
mở rộng,extend,
cá kình,Cetacean,
công sự,fortifications,
thuyền đánh cá,The fishing boat,
là lạ,is strange,
vườn tược,garden,
ưu,pros,
sếp,boss,
vị trí xã hội,social position,
tỉ,billion,
giảm giá,discount,
xích lô,cyclo,
đất nung,terracotta,
đầu lòng,first,
tổ chức y tế thế giới,world Health Organization,
đất phù sa,slob,
mạch tích hợp,Integrated Circuits,
trẻ nhỏ,children,
vuông góc,perpendicular,
borat,borate,
con chiên,sheep,
tiểu thể máu,blood corpuscle,
sinh quyển,Biosphere,
bù đắp,offset,
vựa lúa,granary,
đàng hoàng,kind,
xuống dốc,downhill,
manh tràng,cecum,
bạo liệt,violent,
bảo trì,maintenance,
phủ đường,sugar coating,
phương pháp luận,Methodology,
hình khối,cubes,
cốt yếu,Cardinal,
bao phủ,cover,
dịch thuật,translation,
hăm dọa,threaten,
quân nhân chuyên nghiệp,Professional military personnel,
số hóa,digitizing,
tránh thai,contraception,
họa chăng,disaster?,
minh chứng,proof,
vận động viên,athlete,
quang hoạt,optical activity,
tháng Chạp,December,isSuper
chuyên ngành,specialized,
trăm tuổi,hundred years old,
chỉnh lưu,rectifier,
sự kiện bất ngờ,unexpected event,
trùng lặp,duplicate,
xương chày,tibia,
ốm đau,sick,
bất tử,immortal,
đạo chích,thief,
bộ điều khiển,remote controll,
biên nhận,receipt,
hoà,draw,
sa sút trí tuệ,dementia,
teo tóp,shriveled,
để tang,mourning,
hình mẫu,model,
bạc đãi,cruelty,
vô,enter,
rađiô,radio,
chứng giám,Witness,
ngoại hình,appearance,
axetat,acetate,
chụt chụt,tsk tsk,
lối xóm,neighborhood,
Độ,Degree,isSuper
trì,maintain,
dấn vốn,capital investment,
chuyên nhất,most specialized,
dòng điện,electric,
cách xa,away,
guồng nước,water wheel,
ngoại hôn,extramarital,
cao dán,patches,
phôi nang,blastocyst,
rong kinh,menorrhagia,
nói riêng,in particular,
Đăng ten,Lace,isSuper
đầu thai,Reincarnate,
dở người,bad guy,
bốc lên,rise up,
sơ tuyển,prequalification,
xuýt,close,
vô ý,incidentally,
cầm cương,hold the reins,
cá heo,dolphin,
chấn song,bars,
lá số tử vi,horoscope,
điều kiện cần,Prerequisites,
con cón,owl,
cây bầu,gourd,
mọi người,everybody,
Đạo giáo,Doctrine,isSuper
đâu đó,somewhere,
bóng chuyền,volleyball,
trường tiểu học,primary school,
thuyết đa nguyên,pluralism,
nhà nòi,lineage,
tẩy trắng,bleach,
cung và cầu,supply and demand,
đốc thúc,urge,
hợp chất hữu cơ,organic compounds,
kỳ nhông,salamander,
trăng tròn,full moon,
đạo phật,Buddhism,
văn hoa,ornate,
cấp bách,urgent,
vì kèo,truce,
bạn hữu,friend,
giấy lọc,filter paper,
thọc léc,tickle,
dải ngân hà,Galaxy,
bức hiếp,rape,
thảm cỏ,grass,
bao quanh,Surrounded,
viết lách,writing,
bền chặt,durable,
đục khoét,gouged,
ắt là,must be,
bếp nước,water stove,
trợ giúp,help,
găngxtơ,gangster,
trâu bò,cattle,
năng lượng tái tạo,recycled energy,
tiếng Triều tiên,Korean,isSuper
phim truyện,film,
hiển thị,display,
cong cóc,toads,
tác,works,
pháp quy,regulatory,
điện toán,computer,
bình chân,peace of mind,
trẻ sơ sinh,Infant,
dân chài,fisherman,
thân não,brainstem,
điều hành,operating,
đối kháng,countervailing,
chính thể,polity,
hàng hiên,patio,
đoành,union,
kinh qua,experience,
sáp ong,beeswax,
chủ nghĩa chức năng,functionalism,
bướu giáp,goiter,
bulô,bull,
an lạc,peace,
natri nitrat,sodium nitrate,
xa rời,far away,
proton,proton,
điện hạ,Your Highness,
choài,koi,
tươi trẻ,fresh,
nhau thai,placenta,
thợ mỏ,miner,
bất lịch sự,impolite,
đường nứt rạn,rift line,
quả anh đào,Cherry,
tổng nổi dậy,general uprising,
người nhập định,settler,
bản thân chúng ta,ourselves,
giá xuất khẩu,Export price,
người không phù hợp,unsuitable person,
khả dụng,availability,
ngược nhau,opposite,
cách tân,modernize,
định điểm được thua,score win or lose,
cải xoong,watercress,
than mỡ,fat coal,
định đoạt,Decide,
thoả mãn,satisfied,
bản thể,essence,
tam giác vuông,right triangle,
cần trục,crane,
đánh số,numbered,
ngơ ngáo,goose,
va chạm,collide,
từ hóa,magnetize,
địa lý,geography,
đương,equivalent,
chữ viết âm tiết,syllabic writing,
cử động,move,
hiệp nghị,agreement,
yêu quý,love,
hạch hạnh nhân,amygdala,
cũ kỹ,old,
màng ngăn,diaphragm,
chân mày,eyesbrown,
sứt mẻ,dent,
tụt hậu,lag,
phương đông,Eastern,
quặng đuôi,tail ore,
quần xã,communities,
bán hàng,sell,
xuất tinh,ejaculate,
lẩn trốn,hide,
bối cảnh,background,
chắt chiu,good luck,
vi sinh vật,microorganism,
bung,bung,
hình thành,form,
xúi giục,incite,
cụ thể hóa,specification,
đụn cát,sand dunes,
váy đầm,Dresses,
tay cầm,handle,
chủ nghĩa chiết trung,eclecticism,
vua chúa,King,
cấm đoán,forbidden,
hạch toán,accounting,
xoa dịu,appease,
chân đất,barefoot,
Đạn,Bullet,isSuper
vòng tay,bracelet,
đạo mạo,hypocrisy,
thần chết,Death,
độc canh,Monoculture,
khớp nối,coupling,
cụm hoa,inflorescence,
tâm thần phân liệt,schizophrenia,
ga-lông,gallon,
thinh không,silent,
gắng gỏi,try hard,
động đậy,move,
chào hỏi,greeting,
ác độc,evil,
đồ thị,graph,
nguồn sáng,light source,
chính yếu,main,
đồng tính luyến ái,homosexuality,
hạ sĩ quan,non-commissioned officer,
chiều cao,height,
cạc cạc,card,
tuỷ xương,bone marrow,
đường xe lửa,railroad,
tế bào chất,cytoplasm,
chính trường,political school,
tăng sản,hyperplasia,
buồn bã,sad,
chữa bệnh,Healing,
hướng nội,introverted,
cõi tục,mundane,
thân tộc,kinship,
bất hoà,discord,
xưởng máy,factory,
số thành,city ​​number,
cỏ dại,weed,
dị bản,variant,
đám rối,puppets,
biên cương,border,
doanh nghiệp tư nhân,private enterprise,
gần như,almost,
thời hiện tại,present times,
gia công phần mềm,outsourcing,
đánh liều,take risk,
thâm sâu,deep,
con trượt,slider,
đường dây,line,
miệt,scorn,
e hèm,ahem,
xuỵt,shhh,
giông tố,thundery,
vọc,play,
vọp bẻ,cramp,
khối nước,water blocks,
cấu véo,pinch,
nơi ở,accommodation,
Á,Asian,isSuper
thoát hơi nước,evapotranspiration,
vị thành niên,juvenile,
vitamin,vitamin,
nét bút,pen strokes,
bảy mươi,seventies,
hiến binh,Gendarme,
chất lượng,quality,
nhột nhạt,tickle,
cân nhau,equate,
phân mục,category,
thơ mộng,romantic,
tán cây,canopy,
khoảng âm,negative range,
chất độn chuồng,barn filler,
chức vị,title,
khuôn đúc,casting mold,
chỉ bảo,advice,
tân trang,refurbished,
cánh quạt,propeller,
bộ sậu,set,
giáo viên chủ nhiệm,homeroom teacher,
nước khoáng,mineral water,
văn học dân gian,folklore,
dở chứng,seizures,
đào mỏ,mining,
điện lực,electricity,
người bào chữa,advocate,
chiếu sáng,light,
lên khung,frame,
Độc tài,Dictatorial,isSuper
nhiệt độ tuyệt đối,absolute temperature,
Ánh sáng,Light,isSuper
cập nhật,update,
tiết độ,abstemious,
kết thân,make friend,
hoa bia,hops,
xương ức,sternum,
đặc sệt,thick,
độc quyền,monopoly,
bắt nguồn,derived,
giếng mỏ,sinker,
l,l,
chú thích,note,
thiếu trùng,lack of sex,
vi sinh vật học,microbiology,
chống chọi,fight,
động kinh,epileptic,
hay ho,cool,
đánh tháo,dismantling,
buồng tối,dark room,
ống nội soi,endoscope,
cảm ơn,Thanks,
hậu quân,rear,
cầu treo,suspension bridge,
tiếng Nga,Russian,isSuper
buôn người,trafficking,
mật độ phổ,spectral density,
sân sau,backyard,
đào tẩu,Escape,
dạy nghề,vocational training,
diễn biến,developments,
lan truyền,spread,
vách ngăn,bulkhead,
xương bả vai,shoulderblade,
cây leo,creeper,
phát thanh viên,broadcaster,
hàng quán,restaurant,
đường cát,sugar,
góc chết,dead angle,
mực ống,Squid,
cực trị,extreme,
niền,background,
tạp giao,cross,
nhập viện,hospitalize,
chiến lược gia,strategist,
lạ lẫm,strange,
phờ phạc,haggard,
hợp chất cơ kim,organometallic compounds,
lợn đực,male pig,
cánh cung,Bow,
mụ mẫm,dumbfounded,
khu trục hạm,destroyer,
phân đội,detachment,
phạt tiền,monetary fine,
chung khảo,final exam,
thiện và ác,the good and the evil,
natri,sodium,
mống mắt,Iris,
titan,titan,
hoả lực,firepower,
ngựa trời,horse Heaven,
kéo gỗ,skidding,
héo úa,droopy,
gợi tình,erotic,
sao Thổ,Saturn,isSuper
chui luồn,sneak around,
nước ối,amniotic fluid,
mỹ,America,
siêu thực,surreal,
chiêm tinh học,astrology,
đầu nối,connector,
chói tai,jarring,
tắc ruột,bowel obstruction,
kim loại kiềm thổ,alkaline earth metal,
đại dịch,epidemic,
apatit,apatite,
cực đại,Maxima,
bến phà,ferry station,
phương pháp kế toán,accounting method,
đại ngôn,representative,
xi nê,cinema,
chõm,dot,
đèn bão,hurricane lamp,
Đại bàng,Eagle,isSuper
truyền hình cáp,cable television,
gương lò,furnace mirror,
dòng chảy,flow,
chi tiêu,spending,
vi,Because,
đường cao tốc,freeway,
điền dã,Fieldwork,
đổ bộ,landing,
dự kiến ​​,expected,
lục lạp,chloroplasts,
điều hoà không khí,air conditioner,
dù sao,anyway,
đường viền,border,
quần hợp,pants,
thảo dược,Herbal,
cây chàm,Indigo,
khuynh diệp,Eucalyptus,
cốt thép,reinforcement,
bổ dụng,useful,
ống mềm,hoses,
bất trị,incurable,
hạnh nhân,almond,
vùng đất,land,
hoá học,chemistry,
chấm điểm,Mark,
cực tiểu,minima,
mềm nhũn,soft,
nói mò,tell me,
cảo luận,argument,
lực nâng,lifting force,
chủ nghĩa tự do,liberalism,
đường sắt,rail,
cất giữ,keep,
ấm ứ,warm,
xe tải,truck,
dài hạn,long-term,
tôm sông,river shrimp,
hư trương,vanity,
bổ ngữ,complements,
đổ bác,gamble,
đĩ điếm,drab,
củ cải,radish,
người tị nạn,Refugees,
bên cạnh,next to,
báo đáp,repay,
tầng nhà,floor,
tỉnh bơ,sober,
băng tải,Conveyor,
điều mục,article item,
vòm trời,cope,
phá huỷ,destroy,
đồng dạng,uniform,
thông dịch viên,interpreter,
xúc xắc,dice,
đánh răng,brush one's teeth,
nảy chồi,budding,
bươn,push,
quyền Anh,Boxing,isSuper
chân xác,TRUE,
chẳng qua,just,
phấn hoa,pollen,
dung mạo,face,
đằng kia,over there,
nhẹ lâng lâng,lightheaded,
hàm ý,implications,
thiền định,meditation,
tầm âm,sound range,
số mệnh,fate,
đắt đỏ,expensive,
địa y,lichens,
đam,horny,
ngụy tạo,FALSE,
phản đề nghị,counter-proposal,
chuội,banana,
Ốc,Snail,isSuper
giá trị tuyệt đối,absolute value,
kết ghép,concatenation,
ra giá,offer,
hòa tấu,concert,
riêng rẽ,individual,
suy thoái kinh tế,economic depression,
huyết áp tâm trương,diastolic blood pressure,
nhẹ tay,easy Please,
đường dây tải điện,power transmission line,
bền bỉ,enduring,
bịa đặt,rumors,
chiếm cứ,occupied,
dã ngoại,picnic,
vết rạn,stretch marks,
bộ dáng,appearance,
kim loại thô,raw metal,
vui tính,funny,
vật tổ,Totem,
đến cùng,come together,
chia sẻ,share,
nội suy,interpolate,
dính líu,involved,
rúm ró,cringe,
bấy chừ,so long,
bóp méo,distorted,
bàn ủi,iron,
nhịp thở,breathing,
lễ thi,exam ceremony,
tiếc nuối,regret,
người thất nghiệp,unemployed,
phát quang sinh học,bioluminescence,
mồi chài,bait,
đô thành,capital city,
máy cắt,cutting machines,
vênh vang,swagger,
cục súc,brute,
Ồ,OH,isSuper
bệnh bạch cầu,Leukemia,
điện môi,dielectric,
lơi lỏng,loose,
ô ăn quan,food box office,
chăn dắt,herding,
thánh lễ,Masses,
đút túi,pocket,
cao tay,high-handed,
cương lĩnh chính trị,political platform,
dơ dáy,dirty,
bộ tư lệnh,headquarters,
viêm họng,sore throat,
ma tuý,drugs,
đổ hồi,pour anise,
chết xác,dead body,
hệ thức,system,
ý nguyện,wish,
trục chính,Spindle,
rõ khéo,clearly,
pháp điển,codification,
tảo biển,Seaweed,
cầu kỳ,fussily,
điền trang,large farmsteads,
3,3,
ôn độ,temperance,
đấu vật,wrestling,
chân vòng kiềng,bow legs,
nghĩa vụ quân sự,military service,
chúng mình,we,
tính bất biến,immutability,
lệ thường,routine,
đẹp đẽ,nice,
thoát ra,exit,
đậu hũ,tofu,
suy hô hấp,respiratory failure,
báo thù,revenge,
dàn trận,set a battle,
chân đế,base,
bộ đếm,counter,
thổ cư,residential,
kế toán trưởng,chief accountant,
sử dụng nước,use water,
thoái lui,regressive,
gông xiềng,shackles,
điềm đạm,calm,
tiền cọc,deposit,
loạn nhịp tim,arrhythmia,
tốc độ ánh sáng,speed of light,
cực từ,magnetic pole,
bán rao,for sale,
người hiện đại,modern people,
Đà điểu châu Phi,African Ostrich,isSuper
bao tải,bag,
viêm nang lông,folliculitis,
thở phào,sigh,
cước chú,footnotes,
kho hàng,warehouse,
triệt phá,dismantled,
lưỡi cắt,blade,
đường đinh ốc,screw line,
bình lọc,filters,
chim bay,flying bird,
lập trình,program,
đừ,du,
tàu thuỷ,ships,
dẹp lép,flat,
axit axetic,acetic acid,
duy ý chí,Idealism,
đại ca,Boss,
ô xy,oxygen,
tôn tạo,embellished,
kí hiệu,sign,
chậc,tsk,
cái xấu,ugliness,
gi-lê,gile,
tuyên úy,chaplain,
địa từ,geomagnetic,
đôn hậu,don't,
dòng châu,line of continents,
người vận chuyển,carrier,
bệnh phong,leprosy,
năng lượng điện từ,electromagnetic energy,
bồng bềnh,floating,
tiếng Thái lan,Thai,isSuper
trẻ hóa,rejuvenation,
bố già,godfather,
máy bộ đàm,radios,
Đầu,Head,isSuper
hạ viện,House of Commons,
làm tình,make love,
xèo xèo,Xeo Xeo,
bất chấp,despite,
bấy,that,
thuần lương,net salary,
kinh tế thị trường,market economy,
thon thả,slender,
áng chừng,approx,
đăng khoa,Posted science,
máy đập,beater,
chứng khoán,stock,
chính nghĩa,justice,
bấm huyệt,Acupressure,
đỏ ửng,flushed,
hệ tư tưởng,ideology,
tăng âm,sound boost,
nín lặng,keep quiet,
lừng danh,celebrated,
thông cáo báo chí,Press Release,
hoa tai,eardrop,
grad,grad,
đi văng,couch,
hiệp khách,comrades,
chuyển pha,phase transition,
ùng ục,gurgling,
ngay tức thì,right now,
quạt gió,fan,
ấn độ,India,
cành chiết,twigs,
tự điều chỉnh,self-regulating,
chứng cớ,evidence,
đánh nhau,fight,
dị ứng,allergy,
hối phiếu,draft,
án văn,case study,
pháp tuyến,normal,
cận biên,Marginal,
bón phân,fertilize,
bệnh truyền nhiễm,Infectious Diseases,
lủng liểng,dangling,
dây thép,wire,
vật dụng,item,
kiên nghị,tenacious,
xiềng xích,shackles,
hiến dâng,dedication,
ám tiêu,black pepper,
đụt,fuck,
âm vị học,Phonetics,
chí điểm,solstice,
Ánh xạ,Mapping,isSuper
máy ủi,Bulldozers,
kiến cỏ,grass ants,
dòng dõi,lineage,
nấm da,skin fungus,
năng lượng đàn hồi,elastic energy,
bưu ảnh,postcard,
loại nước,type of water,
đi đôi,go together,
kết nối,connect,
gạch men,ceramic tiles,
bài luận,essay,
kiểm toán,audit,
cá đù,croak fish,
báo trước,forewarned,
gẩy,pluck,
bóng tối,dark,
điện ảnh,film,
chuyên quyền,arbitrary,
ngoại tiết,exocrine,
náo loạn,ferment,
chiều tối,evening,
toé,toe,
đội dự bị,reserve team,
mong nhớ,look forward to it,
vận động,motor,
hằng đẳng thức,constant equality,
đến nơi đến chốn,get there,
đổ nhào,topple over,
thắt ống dẫn tinh,vasectomy,
cóp nhặt,plunder,
luật hình sự,criminal law,
con chuột,mouse,
đảng ủy,party committee,
chiến công,victory,
tiêu hoá,digestion,
ngũ hình,pentagram,
quý danh,name,
cuồng bạo,rampant,
đảo chính,coup,
dọc theo,along,
chụp X quang,X-ray,isSuper
khởi tố,prosecute,
đoạn nhiệt,adiabatic,
tiện dụng,comfortable,
giải mật mã,Decrypt password,
chủ nghĩa hiện đại,modernism,
hỏa tốc,Express,
đại sảnh,Hall,
tương tác hấp dẫn,engaging interaction,
phối hoà âm,harmonize,
đầu cuối,From the beginning to the end,
mèo rừng,wild cat,
phân biệt chủng tộc,racist,
căm phẫn,indignation,
gali,gali,
vòng cung,arc,
dây chằng,ligament,
chuyển tải,convey,
hội truyền giáo,missionary association,
điện thế,voltage,
cây cảnh,trees,
phản xạ không điều kiện,unconditioned reflex,
bóng ma,the spectre,
máy ghi âm,recorder,
cương vị,positions,
vô hạn,infinite,
nỏ miệng,mouth crossbow,
dễ tính,easygoing,
cổ góp,commutator,
dược khoa,pharmacy,
cá ngừ,tuna,
cưỡng hiếp,rape,
giáo luật,canonically,
hữu thần,theistic,
vong hồn,spirit,
công tố,prosecutor,
cộng tác viên,collaborators,
đẳng tích,isometric,
dạy học,teaching,
điểm chính,main point,
vật lý học,physics,
nhà kho,storehouse,
đền bù,compensation,
trước mặt,front,
phương pháp giáo dục,methods of education,
mổ xác,autopsies,
tiền phòng,room charge,
giật thót,startled,
mol,mol,
tâm thu,systolic,
binh tình,love,
ga đường sắt,train station,
giảm thị lực,vision loss,
đáp ứng,response,
hướng đạo sinh,Scout,
thả bè,rafting,
vợ lẽ,concubine,
thần núi,mountain god,
Ẩm thực,Cuisine,isSuper
vật tư,supplies,
đại dương,ocean,
nội kinh,internal meridians,
đói khát,starving,
vay mượn,borrowing,
Điện,Electricity,isSuper
lãnh thổ quốc gia,national territory,
bùng cháy,burning,
sức kéo,stretching,
hạt giống,Seeds,
đồng đẳng,peer,
xuyên tâm,radial,
bánh tẻ,buds,
máy tính điện tử,electronic computer,
hoàn hảo,perfect,
viễn tượng,vision,
bệnh dịch hạch,plague,
đỏ ngầu,bloodshot,
tự lực cánh sinh,self-reliance,
biển cả,Ocean,
cải thiện,improve,
người phụ,woman,
Đinh,Nail,isSuper
axit pecloric,perchloric acid,
ăng-ten,antenna,
thai nhi,fetus,
nhà kính,Greenhouse,
ảnh thật,real image,
vắc xin,Vaccine,
oằn oại,writhing,
răn dạy,admonish,
đá tảng,rock,
như nhau,same,
đường chéo,diagonal line,
metanol,methanol,
thoái hoá,degeneration,
héo hon,better,
cao học,Postgraduate,
hoàng thổ,loess,
chán chường,bored,
bền lòng,persevere,
song ngữ,bilingual,
đối tượng,object,
cấp quyền,grant permission,
chán phè,bored,
ngắn gọn,brief,
đỏng đảnh,redhead,
đánh rơi,dropped,
tế bào trứng,Oocytes,
bệnh khảm,mosaic disease,
bánh xe,wheel,
cộng sự,partner,
chức phận,office,
bội nghĩa,disobedience,
dây chun,rubberband,
mưu tính,Intrigue,
đẹp mặt,beautiful face,
song tinh,Twins,
giáo chức,teacher,
đá gà,gamechicken,
tệp,file,
hụt chân,Footloose,
năm tài chính,financial year,
công báo,announcement,
bà cô,aunt,
năng lượng nguyên tử,atomic energy,
gạn lọc,filter,
chủ thể,subject,
số bình quân,average number,
sức bật,resilience,
vô chính phủ,anarchy,
chủ nghĩa duy tâm,idealism,
giảm phát,deflation,
đánh đòn,hit,
thâu tóm,acquisition,
loãng xương,Osteoporosis,
thi hành án,execute judgment,
tháng Giêng,January,isSuper
micrô,microphone,
bị đơn,the accused,
có lẻ,perhaps,
cabin,cabin,
chính xác,Exactly,
chất béo,fat,
tòa án quân sự,court martial,
tuỳ thuộc,depending,
hấp phụ,adsorption,
giết người,killing,
Ý,IDEA,isSuper
vị lợi,profit,
ngữ hệ,language family,
đánh động,alarm,
hồi quy,Regression,
nguyên thủ quốc gia,head of state,
tuần lộc,reindeer,
danh từ riêng,proper noun,
chủ nghĩa vị kỷ,egoism,
hành lý,luggage,
tổng thầu xây dựng,general construction contractor,
áp suất tuyệt đối,absolute pressure,
bê bối,scandal,
bàn độc,poison table,
phỉnh nịnh,flattery,
chậm phát triển trí tuệ,mental retardation,
người khiếu nại,the complainant,
nội sinh,endogenous,
đại tướng,general,
cảnh vệ,guard,
châm cứu,Acupuncture,
búa rìu,axe and hammer,
tôn chủ,lord,
ngừng trệ,stagnation,
phạm lỗi,Foul,
gót sắt,iron heel,
ván ngựa,horse board,
biện,excuse,
đậu hà lan,peas,
Âu hóa,Europeanization,isSuper
ảnh ghép,collage,
để kháng,to resist,
thuỷ phi cơ,seaplane,
huyết áp tâm thu,SBP,
quân báo,military intelligence,
đông nghịt,Crowded,
sinh thực,real life,
pha trộn,mix,
hồi đáp,reply,
cứng rắn,rigid,
biệt phái,special group,
tranh màu nước,watercolors painting,
phế quản,bronchi,
giãi,explain,
duy lý,rationality,
